timestamp,machine_load,spindle_speed,temperature,vibration,energy_consumption,material_hardness,queue_length,wip,operator_efficiency,maintenance_index,order_pressure,environment_humidity,production_time,equipment_utilization,quality_fluctuation,unit_cost,delivery_capability
2024-01-01 00:00:00,0.7013301955828103,1590.352202657281,44.672033711104454,3.6173388744210087,90.56849088687498,59.56534409877718,15.919752170085282,45.14027815723932,0.8685124472633986,0.9475517436169176,0.6177308890503623,61.70413406662018,65.88657119625391,0.8007314704677861,2.097187593542967,53.651893460874405,0.42494603382165297
2024-01-01 00:05:00,0.6105045288146372,1588.5486660737151,45.08302378173599,3.6284810679913573,88.04896867041673,57.405364565391125,14.845121554531566,46.882127117981206,0.8514543330509049,0.9502510275687386,0.5041928921930872,54.299458056208984,66.36638855696543,0.7083144367497227,1.9525218571643754,53.110886751626545,0.4847403916560485
2024-01-01 00:10:00,0.7391369602089618,1559.8294708771568,45.372794617772755,3.702346178529345,91.70850337089884,61.111189097949115,20.88595702000375,55.28883588602709,0.8736664319269501,0.9334268062726898,0.5324127317590864,54.287507980472505,67.00351610250569,0.7886795824527933,2.0542750392027616,52.07501351897079,0.3995132477281131
2024-01-01 00:15:00,0.7557439555919122,1558.392978999819,46.71687205080034,3.6838557999149324,92.15811504289486,56.06523464408466,21.77606485894008,55.179576951136276,0.837272371426742,0.9648981154574394,0.5311627433268887,64.16681012027323,67.81939975441465,0.8303536919710417,2.4347157911843613,55.239471442685456,0.39720172158018135
2024-01-01 00:20:00,0.5566266459465369,1586.7621643057835,42.960889918408846,3.294021931971333,83.1729808634313,54.74999244980143,21.999086690716496,58.41202181439817,0.874989796588606,0.932543495731658,0.4724394205765753,60.997216384758616,64.1713956031688,0.6925208758271324,2.127834726761536,51.62856805870528,0.41706797856590994
2024-01-01 00:25:00,0.6053354102944906,1556.6943459752522,44.01531449935858,3.298945398247099,84.06429508094685,54.28127847357924,14.651436141476559,40.39760892130309,0.8641522429555706,1.0,0.5062993639759416,58.88456237966752,63.4153747878071,0.7561510248491341,1.8630213362155534,50.01120089286386,0.4823487639912159
2024-01-01 00:30:00,0.7087184044469894,1549.69185516843,45.78675780549622,4.180011491636653,94.52761516749906,59.757398217752865,24.199628050506792,63.68682577338618,0.8074693262505871,0.9680205033450803,0.48772388134461836,64.38449541704645,71.48869519952845,0.795758510233228,2.334008488853893,56.72304897520013,0.31911084071909557
2024-01-01 00:35:00,0.6809054834053025,1653.8882015365934,44.695377416078706,3.660830333334804,85.76056172491387,56.80327041254197,17.751819954540593,50.941560193366264,0.8671976271863814,0.9048711120238148,0.4914144678663362,57.86213573442623,65.87127562487888,0.7517857668046183,2.255035966186478,52.2805012291054,0.4433575357460424
2024-01-01 00:40:00,0.705129119187116,1588.8530183761316,44.11767838441788,3.4399213593282525,91.2719699999429,57.942548920670575,19.10887483307722,52.423459220592626,0.9037471828671994,0.9658924590685798,0.5481098763671698,62.855790401594504,64.90683450510711,0.820475224137649,1.9765689070684789,51.535991696898776,0.4659482488571831
2024-01-01 00:45:00,0.6498432706541769,1658.363364258989,45.881189404752966,2.8824359911148436,89.45186621125983,60.43990809662745,17.747136633576194,47.87939634547759,0.8577581679886106,0.9500437866698384,0.6033899686606928,60.244563537485774,64.01562991044446,0.8108479693884932,1.8600350719574357,51.4689812281741,0.47014015879095866
2024-01-01 00:50:00,0.7743523280625111,1636.7894707493438,49.00234711369511,3.7451450544414926,94.1053488385811,58.936509512190874,20.601232606695127,50.69303445206077,0.8636422091961792,0.8710814511837139,0.6690180038077738,66.35012319038117,69.36742294895646,0.8525627670136082,2.4593081053030277,54.829623231383756,0.40197346435143755
2024-01-01 00:55:00,0.7704635834300183,1649.4041496099248,49.07861209866196,3.605028499638621,96.16864151888466,55.93463589547073,21.878183795692994,48.3029173762881,0.8402143550087309,1.0,0.5902233923593155,62.02064784090573,69.71791957683537,0.8259739065523289,2.266875706383077,56.05186052806171,0.3453317138602859
2024-01-01 01:00:00,0.7238481106857442,1617.8464289336819,45.50936649933984,3.4513070987937495,91.10109145176416,61.58309791066395,22.24653335722936,48.954669785402864,0.9163533795447304,0.9171627143015899,0.658531061116969,67.37990057518984,65.38987464144617,0.8243302729820212,2.4203724633317814,52.519287738121555,0.4122705436844143
2024-01-01 01:05:00,0.8013233854558635,1526.396874777903,46.56762471700942,4.171504560607836,96.56767368931831,57.78054030752358,19.485349946938275,44.63760000951744,0.9120700438591993,0.9568782636102076,0.4868536047723327,61.81052545195506,71.38810300617878,0.868119111757075,2.3418448217363887,55.426407632544915,0.44081215556606995
2024-01-01 01:10:00,0.7583140168774684,1586.7230975809255,46.164221586614254,3.774337575665545,99.29390388194214,58.26444385970347,19.88262496740942,56.910240042974394,0.8982755609016342,0.9666026469782186,0.6645288491150289,59.749682565045156,68.46180675762469,0.8267360425972248,2.172663259508712,53.43529007880602,0.40535935914769444
2024-01-01 01:15:00,0.6685896818193522,1613.933566884136,45.2724449495806,2.9584518400412017,89.63337418696894,56.992464038594406,15.62696249596226,42.16979352748292,0.9063575971022676,0.9540207634659685,0.540365265054355,63.89227953038391,62.063680245198974,0.8017032111348068,2.052347959636567,51.99353809945337,0.5057455941571859
2024-01-01 01:20:00,0.7576830458042244,1657.044491287898,46.90977983781757,3.9706429006208555,87.63828659054903,56.21458654934959,21.64103412855924,50.2010420982879,0.8308141098397529,0.9810526618153936,0.6932923094551884,67.96599732562626,70.52552018504032,0.8575345330286546,2.5287691547415396,55.60928806232122,0.34898924751156213
2024-01-01 01:25:00,0.6678562171941922,1541.763699455116,44.29448757508183,2.980319076506863,89.2014791773231,58.93433565857114,19.14810358629329,50.45457645755622,0.8200891251463988,0.9843413114147898,0.5024306581859965,59.80948747263291,64.76320306274067,0.7150721499371644,1.9139342951163711,51.94013139729328,0.4267159378685059
2024-01-01 01:30:00,0.7995528374015971,1650.277387640187,45.825897378829254,4.071633664182401,94.56241345379533,55.618553990512055,17.86217901723922,44.844110994977434,0.9217320132711947,0.9607383878538891,0.6254769397007948,59.784050494824214,69.47280350358062,0.8136734160794935,2.3515601418670675,55.82924936502546,0.39577370190598526
2024-01-01 01:35:00,0.7376242769051498,1589.9677252846132,46.873780153588854,3.545220009255972,93.77557944225607,58.362863245107015,15.596534116375798,43.239095285745215,0.8457764789441621,0.9208819631885524,0.48984059204807995,60.76760333918652,65.65938058667702,0.7899169335359004,2.2950135906217706,53.11064000823387,0.4737206204812106
2024-01-01 01:40:00,0.7312096176151179,1651.0073016262093,42.16636770502814,3.671954133615565,86.70980206367906,61.72748978324005,19.71932051520853,54.05621363635593,0.8280924638036464,0.9581028812980362,0.4945925633991691,70.97880012485273,68.19280916052861,0.8006454810327948,2.244471352516412,53.2002489276244,0.42739543225476934
2024-01-01 01:45:00,0.6994875988607958,1633.974444708213,46.16666944220969,3.6142066733533857,92.357867254,60.08685236906363,22.712394130065395,55.620921836163916,0.8594072194550759,0.9958989499872916,0.697029456278452,61.57114698260103,68.62418330232742,0.7951633819778691,2.2642601576809582,54.17524901555088,0.3553677364233715
2024-01-01 01:50:00,0.8357037229935556,1699.6347940943656,47.297459210050086,3.870702937264183,95.69027410435945,59.017906395763674,25.458332997642252,60.308345055786795,0.8188906776611605,0.9504373171098529,0.5123492029010563,69.21048651917404,72.00616267269619,0.8917331610987173,2.3580697632800316,55.55367875264333,0.37463413737450735
2024-01-01 01:55:00,0.7422511071921857,1694.9714892650761,48.09269052197014,3.8091729945325277,95.78357889614826,56.442915320135405,15.510826191181213,44.64499112295002,0.8524844754348838,0.9039967620290287,0.5792299507267139,63.7248101916548,67.12527221635573,0.7986054399103094,2.384083319642062,54.336159891667776,0.44836693035754394
2024-01-01 02:00:00,0.7259954599354964,1665.3735466531405,48.22785269920463,3.731984179076982,91.0247033265126,58.54566536875908,21.967374425503124,50.124622699111846,0.8242679106085561,0.995432385972042,0.4945850887610796,62.42737103744939,70.32831596105106,0.8391789702374847,2.249964723877022,54.64042740064011,0.39127642511379324
