timestamp,temperature,pressure,flow_rate,spindle_speed,feed_rate,vibration,motor_current,motor_voltage,bearing_temperature,tool_wear,equipment_load,cycle_time,buffer_level,material_inventory,conveyor_speed,agv_delay,queue_length,station_output,defect_rate,energy_consumption,oee,line_takt,downtime,throughput,process_label,equipment_label,logistics_label,line_label
2025-01-01 00:00:00,64.75763372005942,4.9303943410376805,79.25479623352456,1500.954479770929,305.738968089576,1.1957803041571313,35.031890231714264,378.3970054527979,54.9832937931043,0.09685610920748973,66.3679659220429,12.571818095277992,48.57969225374987,69.75979733823773,1.4912866496802513,0.18675892089668952,2.8426854661305643,49.68528482162537,0.011124984862818215,120.55639712339676,0.9079908413137295,11.650583611953788,0.04767548259038586,58.02005818750742,0,0,0,0
2025-01-01 00:00:01,64.82448176780996,5.043467977117168,79.78181187390607,1501.1824673189901,307.7617174879582,1.1394085093878419,34.69247661428863,382.2057143487079,57.12061242852852,0.10534677596381765,70.0627608308527,12.0030807919785,53.82296966349353,71.0152324720141,1.4681914965332052,0.0,2.8224845787529897,45.84403510270157,0.009406409191292304,119.20562113374264,0.8976643122563601,12.01554195494075,0.6114618056260803,61.93464026101591,0,0,0,0
2025-01-01 00:00:02,65.6615866425171,5.115097881082247,80.7246413126124,1483.402463903111,295.15667031280765,1.1008494909603823,34.54794706911801,379.59469108880074,55.777651499373725,0.08796108689847011,68.15395129027883,12.234859750237176,51.75054968359695,76.04946195456935,1.5460534298623754,0.02928585182642206,3.4098879399971205,48.08264039578545,0.01405980894253088,120.57230290095707,0.9116609660837465,12.132597157191016,0.25059750585495455,58.38453584429001,0,0,0,0
2025-01-01 00:00:03,65.18388325534224,4.981333013093323,78.15975506246676,1475.7570355611506,289.99064958550605,1.1739490942125965,35.14311492064194,381.22987534092107,56.70627061175514,0.10559321277740259,67.62206470820949,11.88680251512985,48.902160197507264,67.96494168867466,1.4770191615400492,0.0,2.028336603908591,47.068892534625505,0.003783409603934444,120.03608819049036,0.9233165079140089,11.577486218617588,0.5613106583472313,59.56076576810851,0,0,0,0
2025-01-01 00:00:04,64.69360643519896,5.065883945392206,81.53153098997647,1520.427625789548,304.27688016094737,1.2478112877805443,34.76196025459123,378.96223974054965,55.89746273249014,0.0638409895990641,72.15333000070667,12.169290473790435,44.89954649196825,68.73567266970555,1.5215391865830203,0.0,3.495221769780658,51.726741847984115,0.010641529336327775,121.10528561578228,0.9302378501751911,12.04167770762812,0.0,61.35384666066441,0,0,0,0
2025-01-01 00:00:05,65.70551461053563,4.969926996476046,81.54765084861769,1496.7896708885999,303.32109428612506,5.845321164932189,60.02450573430489,380.8250442160099,82.16182747502457,0.3151674452118148,91.12408787272899,17.294030811568835,43.29104691152884,72.91236863357453,1.5126973713028842,0.12300650369978101,3.0210140208015,29.13467737624645,0.008483573899523556,153.14501791905136,0.5993809805250894,16.123584751021525,15.186617580958316,29.304360464092213,0,3,0,3
2025-01-01 00:00:06,63.76069863800141,4.963916978569445,78.44535502921585,1488.5467018890724,297.0648668390305,5.7652625414041,59.82008919212648,384.5364386922158,83.96786234031748,0.3690822127496025,87.03191857968241,17.299633882587525,54.30116915517882,72.55494858274024,1.4620560502591928,0.32551491043033653,3.1611454461124997,33.097320183771714,0.010921538705856024,156.48178946195193,0.5454745081360988,16.576330013805904,15.584992666320376,26.84345111391014,0,3,0,3
2025-01-01 00:00:07,66.57510327352564,4.898407390090763,83.09333393361068,1497.6907439187346,296.50352835587245,5.707851742068765,60.23857257806304,381.7303284070001,82.25653525268538,0.3434025668493449,91.48037981526042,17.359285179429847,49.146776813912794,68.62920991085534,1.5437381984831657,0.0,2.6934998382593847,33.701405652184334,0.006286964419516098,160.4257717709478,0.5616724996082255,15.899480822770174,15.00609473213527,31.42581847389425,0,3,0,3
2025-01-01 00:00:08,65.43709124409284,5.152512932594066,79.53520720850048,1515.5267674420518,291.9617565132279,5.651056811564204,59.71825831899293,378.80619502222606,83.35601196419755,0.3510085090899303,89.52651064769118,17.821437268857714,51.432078288016015,70.76884086072232,1.487241367889684,0.3020690171126695,3.180855703034612,30.752897500981977,0.012432270214762368,160.85371390489752,0.5729555316538282,16.12728468961161,14.395827429720448,26.50017363693744,0,3,0,3
2025-01-01 00:00:09,65.66834171049507,5.036529732584855,79.9580195914551,1492.4559949197344,300.48872746615575,5.594657566612302,58.98627928823978,382.58859192753476,80.46990834563589,0.3253316279418641,91.3601558118725,17.412255581394756,51.76085016721938,68.49258510129928,1.3954443803723207,0.0,2.8867250706637884,27.365115577177484,0.017458767267884524,160.45428870921316,0.5523245674945029,16.308107621256998,15.989557686046584,30.746380158487018,0,3,0,3
2025-01-01 00:00:10,64.7319956260069,4.927567921317082,81.24338320906116,1503.771380819718,300.9590130333957,5.975870536272771,59.15608440217522,376.41373080362996,83.97287834041391,0.36372340873101033,87.60084991321838,17.5576495951031,55.22218840218718,69.6961891846238,1.5591832136405623,0.0,2.0385997489757806,29.888036593474226,0.012715328464064294,159.3339165006568,0.5665809617330617,16.672217755621418,14.665386730287448,32.835878630967926,0,3,0,3
2025-01-01 00:00:11,64.55380225152962,5.017607323193993,78.32044736182948,1539.5847369601188,297.0778536636643,5.600727683181384,60.22856828111317,377.0249612847746,80.70930928510292,0.3526415308666828,90.74144216750379,17.237684920773482,53.13989251176288,70.39699165197909,1.5367850053234884,0.0,1.508754263293515,31.00978845394276,0.011039879365948704,157.3271240588916,0.5692320358273926,16.426791531179237,14.626108459174894,29.838751915167155,0,3,0,3
